,name,market,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_month,founded_year,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,international,european_or_international,time_to_first_funding,status_encoded
13599,IDverge,Startups,125000.0,closed,USA,CA,Los Angeles,City Of Industry,1.0,11,2010,0.0,0.0,0.0,0.0,0.0,0.0,125000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,1.0191780821917809,1
13603,IEMO,Interior Design,0.0,acquired,JPN,other,JPN - Other,other,1.0,12,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,international,0.30684931506849317,0
13608,iexerci.se,Fitness,379892.0,closed,GBR,other,Stockton-on-tees,Stockton-on-tees,2.0,1,2009,0.0,0.0,0.0,0.0,0.0,0.0,329484.0,50408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,european,0.0,1
13629,IGA Worldwide,Advertising,51357500.0,closed,USA,NY,New York City,New York,4.0,1,2005,0.0,51357500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17000000.0,30000000.0,0.0,0.0,0.0,0.0,0.0,0,international,1.084931506849315,1
13630,igadget.asia,News,10000.0,closed,IND,other,Mumbai,Mumbai,1.0,1,2012,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,international,0.0,1
13635,Iggli,Social Media,0.0,closed,USA,CO,Denver,Boulder,1.0,1,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,0.4136986301369863,1
13639,iGlue,Semantic Search,1100000.0,closed,HUN,other,Budapest,Budapest,3.0,8,2007,250000.0,850000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,european,0.019178082191780823,1
13650,iGroup Network,Messaging,2240000.0,closed,USA,CA,SF Bay Area,Redwood City,2.0,1,2006,940000.0,1300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,1.4136986301369863,1
13666,IIIMOBI,Advertising,300000.0,closed,CHN,other,Shanghai,Shanghai,1.0,5,2009,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,international,0.4191780821917808,1
13680,iKoa,Semiconductors,20700000.0,closed,USA,CA,SF Bay Area,Menlo Park,4.0,1,2006,0.0,17200000.0,0.0,0.0,0.0,3500000.0,0.0,0.0,0.0,0.0,9400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,1.4246575342465753,1
13686,Ilesfay Technology Group,Enterprise Software,965000.0,acquired,USA,OH,Cincinnati,Cincinnati,2.0,1,2009,615000.0,350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,2.6684931506849314,0
13689,iLike,Social Media,16500000.0,acquired,USA,WA,Seattle,Seattle,3.0,4,2012,0.0,15800000.0,0.0,0.0,0.0,0.0,700000.0,0.0,0.0,0.0,2500000.0,13300000.0,0.0,0.0,0.0,0.0,0.0,0,international,-10.32876712328767,0
13694,Illume Software,Software,6797785.0,closed,USA,MA,Boston,Concord,3.0,1,2009,0.0,6797785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3427785.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0,international,0.8027397260273973,1
13698,Illumix Software,Business Intelligence,3000000.0,closed,GBR,other,London,Guildford,1.0,4,2008,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,european,0.5863013698630137,1
13716,Image Space Media,Publishing,3915000.0,acquired,USA,NY,New York City,New York,2.0,1,2008,0.0,3915000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2915000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,2.052054794520548,0
13718,Imagekind,Digital Media,2600000.0,acquired,USA,NC,Raleigh,Raleigh,2.0,9,2006,0.0,2600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,-0.6657534246575343,0
13726,Imagiin.,SEO,0.0,closed,FRA,other,Paris,Paris,1.0,2,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,european,1.8547945205479452,1
13729,Imagine Communications,Software,34700000.0,acquired,USA,CA,San Diego,San Diego,4.0,1,2005,0.0,34700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9200000.0,15000000.0,0.0,0.0,0.0,0.0,0.0,0,international,0.0,0
13739,IMASTE,Web Development,999950.0,acquired,ESP,other,Madrid,Madrid,1.0,5,2003,0.0,999950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999950.0,0.0,0.0,0.0,0.0,0.0,0.0,1,european,8.342465753424657,0
13746,iMedix Inc.,Search,2000000.0,closed,ISR,other,Tel Aviv,Tel Aviv,1.0,1,2007,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,international,0.915068493150685,1
13749,imeem,Photography,27132127.0,acquired,USA,CA,SF Bay Area,San Francisco,6.0,11,2003,750000.0,26382127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,0.8356164383561644,0
13778,Immunet Corporation,IT and Cybersecurity,2000000.0,acquired,USA,CA,SF Bay Area,Palo Alto,2.0,7,2008,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,-0.4986301369863014,0
13782,Immunologix,Biotechnology,1341116.0,acquired,USA,SC,"Charleston, South Carolina",Charleston,3.0,9,2008,0.0,1341116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,1.452054794520548,0
13799,ImpactRx,Biotechnology,1200000.0,acquired,USA,NJ,NJ - Other,Mount Laurel,1.0,1,2000,0.0,1200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0,0.0,0.0,0,international,10.035616438356165,0
13805,Imperator,Software,150000.0,acquired,BGR,other,BGR - Other,Shumen,1.0,7,2010,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,european,0.16986301369863013,0
13808,Impermium,Security,9000000.0,acquired,USA,CA,SF Bay Area,Redwood City,2.0,7,2010,1000000.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,0.989041095890411,0
13811,Impeva,Software,10000000.0,closed,USA,CA,SF Bay Area,Mountain View,1.0,1,2004,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0,international,4.843835616438356,1
13830,ImpulseSave,Finance,50000.0,acquired,USA,MA,Boston,Cambridge,3.0,1,2010,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,1.158904109589041,0
13836,IMScouting,Sports,0.0,closed,ISR,other,Tel Aviv,Ramat Gan,1.0,3,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,international,-0.10410958904109589,1
13844,In Motion Technology,Mobile,5639000.0,acquired,CAN,BC,New Westminster,New Westminster,2.0,9,2002,0.0,5639000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,international,2.3315068493150686,0
13850,In2Games,Games,15280000.0,closed,GBR,other,London,London,1.0,11,2000,0.0,15280000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15280000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,european,6.610958904109589,1
13859,Inaura,other,8500000.0,closed,USA,UT,Salt Lake City,Salt Lake City,1.0,1,2007,0.0,8500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,-1.9863013698630136,1
13867,InboxFever,Messaging,0.0,closed,other,other,other,other,1.0,7,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,international,0.08493150684931507,1
13868,InboxQ,Search,0.0,closed,USA,CA,SF Bay Area,San Francisco,2.0,11,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,0.25205479452054796,1
13875,Incentive Targeting,Sales and Marketing,3980000.0,acquired,USA,MA,Boston,Cambridge,2.0,2,2007,0.0,3980000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,3.2383561643835614,0
13876,Incentivyze,Enterprise Software,500000.0,closed,USA,CA,SF Bay Area,San Mateo,1.0,2,2013,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,0.24383561643835616,1
13883,Incline Therapeutics,Biotechnology,64940000.0,acquired,USA,CA,SF Bay Area,Redwood City,3.0,1,2010,0.0,64500000.0,0.0,0.0,0.0,440000.0,0.0,0.0,0.0,0.0,43000000.0,21500000.0,0.0,0.0,0.0,0.0,0.0,0,international,-0.024657534246575342,0
13891,Incredible Labs,Mobile,0.0,closed,USA,CA,SF Bay Area,San Francisco,1.0,1,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,0.9726027397260274,1
13899,Incuity Software,Software,7300000.0,acquired,USA,CA,"Orange County, California",Mission Viejo,1.0,1,2004,0.0,7300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,2.6082191780821917,0
13904,Indeed,Search,5000000.0,acquired,USA,TX,Austin,Austin,1.0,11,2004,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,0.7479452054794521,0
13915,IndexTank,SaaS,1600000.0,acquired,USA,CA,SF Bay Area,San Francisco,1.0,10,2009,1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,1.5342465753424657,0
13920,IndiaEver.com,Music,20000.0,closed,IND,other,New Delhi,New Delhi,1.0,8,2012,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,international,0.1178082191780822,1
