name,market,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,founded_month,founded_year,first_funding_at,last_funding_at,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H
Social Strategy 1, Reputation ,780000.0,operating,USA,FL,Jacksonville,Ponte Vedra Beach,1.0,2010-04-19,2010-04,2010.0,2012-02-10,2012-02-10,0.0,780000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Social Studios, Software ,3100000.0,operating,ISR,,Tel Aviv,Tel Aviv,1.0,2012-03-01,2012-03,2012.0,2014-08-20,2014-08-20,0.0,3100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Social Studios, Promotional ,3800000.0,operating,ISR,,Tel Aviv,Tel Aviv,2.0,2012-03-01,2012-03,2012.0,2012-03-01,2014-08-25,700000.0,3100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Social Tables, Hospitality ,9500000.0,operating,USA,DC,"Washington, D.C.",Washington,3.0,2011-02-01,2011-02,2011.0,2012-05-22,2014-08-06,1500000.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Social Tools, Social Media ,50695.0,,ARG,,Buenos Aires,Buenos Aires,1.0,2012-05-01,2012-05,2012.0,2012-10-01,2012-10-01,50695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Social Touch, Social Media ,0.0,operating,CHN,,Beijing,Beijing,1.0,2011-01-01,2011-01,2011.0,2013-10-09,2013-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Social Tree Media, Advertising ,0.0,operating,USA,NY,Long Island,Huntington,1.0,2011-04-01,2011-04,2011.0,2013-11-11,2013-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Social Trends Media, Internet Marketing ,0.0,operating,,,,,1.0,2013-01-01,2013-01,2013.0,2013-11-03,2013-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Social Yuppies, Games ,15500.0,operating,USA,GA,Atlanta,Atlanta,1.0,2012-03-15,2012-03,2012.0,2012-03-15,2012-03-15,15500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Socialance, Freelancers ,40000.0,operating,GBR,,London,London,1.0,,,,2012-08-09,2012-08-09,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Socialare,,25000.0,operating,ARG,,Buenos Aires,Buenos Aires,1.0,,,,2012-08-01,2012-08-01,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Socialbakers, Analytics ,34000000.0,operating,CZE,,CZE - Other,,3.0,2008-10-13,2008-10,2008.0,2011-09-29,2014-02-18,0.0,34000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,6000000.0,26000000.0,0.0,0.0,0.0,0.0,0.0
"Socialblood, Inc", Curated Web ,96500.0,operating,,,,,2.0,2012-12-08,2012-12,2012.0,2013-01-13,2014-08-01,96500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Socialbomb, Social Games ,240000.0,acquired,USA,NY,New York City,New York,1.0,2008-06-05,2008-06,2008.0,2008-12-01,2008-12-01,240000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialBro, Twitter Applications ,3269528.0,operating,GBR,,London,London,3.0,2011-01-01,2011-01,2011.0,2012-10-24,2013-06-06,640250.0,1800000.0,0.0,0.0,0.0,0.0,829278.0,0.0,0.0,0.0,1800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialBrowse, Curated Web ,0.0,closed,,,,,1.0,2008-01-01,2008-01,2008.0,2008-10-01,2008-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialBuy, Group Buying ,500000.0,closed,USA,CA,Los Angeles,Santa Monica,1.0,2010-01-01,2010-01,2010.0,2010-01-01,2010-01-01,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Socialcam, iPhone ,0.0,acquired,,,,,1.0,2012-02-01,2012-02,2012.0,2012-04-30,2012-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Socialcast, Enterprise Software ,9400000.0,acquired,USA,CA,SF Bay Area,San Francisco,3.0,2005-06-01,2005-06,2005.0,2009-04-06,2010-03-31,0.0,9000000.0,0.0,0.0,0.0,0.0,400000.0,0.0,0.0,0.0,1000000.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialChorus, Software ,15000000.0,operating,USA,CA,SF Bay Area,San Francisco,3.0,2008-01-01,2008-01,2008.0,2009-02-23,2014-09-18,0.0,15000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500000.0,7500000.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialCom, E-Commerce ,298836.0,acquired,DEU,,Munich,Munich,1.0,2008-12-22,2008-12,2008.0,2008-01-01,2008-01-01,298836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialCompare, Hardware ,0.0,operating,FRA,,FRA - Other,Montauroux,1.0,2010-09-09,2010-09,2010.0,2010-11-19,2010-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialCrunch, Finance ,0.0,operating,USA,IL,Chicago,Chicago,1.0,2012-02-01,2012-02,2012.0,2013-05-28,2013-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialDeck, Games ,456506.0,,CAN,ON,Toronto,Waterloo,1.0,2008-01-01,2008-01,2008.0,2009-08-20,2009-08-20,0.0,456506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialDefender, Advertising ,50000.0,operating,,,,,1.0,2012-06-01,2012-06,2012.0,2013-02-10,2013-02-10,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialDiabetes, Mobile ,200478.0,operating,ESP,,Barcelona,Barcelona,1.0,2012-04-01,2012-04,2012.0,2013-11-10,2013-11-10,200478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialDial, Messaging ,1000000.0,closed,USA,CA,SF Bay Area,Pleasanton,1.0,2012-01-01,2012-01,2012.0,2012-04-01,2012-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialEars, Cloud Computing ,200000.0,operating,USA,CA,SF Bay Area,Aptos,1.0,2012-02-07,2012-02,2012.0,2012-08-23,2012-08-23,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialEngine, Software ,12000.0,acquired,USA,CA,Los Angeles,Los Angeles,1.0,2007-06-01,2007-06,2007.0,2011-08-01,2011-08-01,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialExpress, Social Media Management ,338913.0,operating,BEL,,Antwerp,Antwerp,2.0,2012-04-04,2012-04,2012.0,2012-04-04,2013-03-27,338913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Socialeyes App, Social Media ,200000.0,operating,,,,,1.0,2014-01-01,2014-01,2014.0,2013-01-10,2013-01-10,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialF5, Consulting ,8000.0,operating,USA,TX,Houston,Houston,1.0,2010-12-25,2010-12,2010.0,2011-05-06,2011-05-06,0.0,0.0,0.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialFlow, Publishing ,27150000.0,operating,USA,NY,New York City,New York,5.0,2009-10-01,2009-10,2009.0,2010-03-01,2014-04-25,0.0,27150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialGlimpz, Crowdsourcing ,0.0,operating,USA,CA,SF Bay Area,San Francisco,1.0,2012-12-01,2012-12,2012.0,2013-03-06,2013-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialGO, Networking ,3000000.0,operating,GBR,,London,London,2.0,2007-06-01,2007-06,2007.0,2010-01-14,2011-02-10,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialGuide, Social Media ,1900000.0,acquired,USA,NY,New York City,Brooklyn,2.0,2010-01-01,2010-01,2010.0,2011-04-07,2012-01-27,0.0,0.0,0.0,0.0,0.0,400000.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialGuides, Software ,20000.0,operating,,,,,1.0,2009-01-01,2009-01,2009.0,2009-06-01,2009-06-01,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Socialinus, Games ,10618475.0,operating,KOR,,Seoul,Seoul,2.0,2012-07-01,2012-07,2012.0,2011-12-01,2012-03-22,0.0,440073.0,0.0,10178402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Socialite, Television ,542359.0,operating,GBR,,London,London,4.0,2012-09-01,2012-09,2012.0,2012-09-10,2013-09-09,315072.0,0.0,0.0,0.0,0.0,0.0,227287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SociaLive, Software ,5500.0,operating,USA,CA,SF Bay Area,Stanford,1.0,2013-09-09,2013-09,2013.0,2013-10-25,2013-10-25,0.0,0.0,5500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Socialize, Mobile ,1820000.0,acquired,USA,CA,SF Bay Area,San Francisco,3.0,2008-07-01,2008-07,2008.0,2011-11-01,2012-06-07,20000.0,0.0,0.0,0.0,0.0,0.0,1800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Socializr, Social Media ,2250000.0,,USA,CA,SF Bay Area,San Francisco,2.0,,,,2006-01-01,2007-09-01,0.0,1500000.0,0.0,0.0,0.0,0.0,750000.0,0.0,0.0,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialKaty, Media ,300000.0,operating,USA,IL,Chicago,Chicago,1.0,2010-08-16,2010-08,2010.0,2012-04-12,2012-04-12,0.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sociall, Social Commerce ,0.0,closed,BRA,,Sao Paulo,São Paulo,1.0,2011-03-14,2011-03,2011.0,2012-08-14,2012-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialMadeSimple, Real Estate ,260000.0,operating,USA,MA,Boston,Newton,2.0,2009-09-01,2009-09,2009.0,2011-12-12,2012-01-01,0.0,0.0,0.0,0.0,160000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialMart, Semantic Search ,1138000.0,operating,RUS,,Moscow,Moscow,4.0,2011-03-01,2011-03,2011.0,2011-06-01,2013-05-06,195000.0,0.0,0.0,0.0,0.0,0.0,0.0,943000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialMatica, Software ,2776000.0,closed,USA,CA,SF Bay Area,San Francisco,3.0,2010-08-01,2010-08,2010.0,2010-10-26,2012-03-30,0.0,1500000.0,0.0,0.0,0.0,1276000.0,0.0,0.0,0.0,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialMedia.com, Facebook Applications ,10000000.0,acquired,USA,CA,SF Bay Area,San Francisco,3.0,2007-01-01,2007-01,2007.0,2007-09-01,2009-01-29,500000.0,9500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500000.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialMedia305, News ,35000.0,operating,USA,FL,Miami,Miami,1.0,2010-04-03,2010-04,2010.0,2009-09-01,2009-09-01,35000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialMeterTV, Social Media ,40000.0,operating,CHL,,Santiago,Santiago,1.0,2011-01-01,2011-01,2011.0,2011-12-01,2011-12-01,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Socialmoth, Curated Web ,0.0,closed,USA,CA,SF Bay Area,San Francisco,1.0,2004-01-01,2004-01,2004.0,2007-01-01,2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialOptimizr, Social Media ,1000000.0,operating,USA,CA,SF Bay Area,San Francisco,1.0,,,,2009-01-01,2009-01-01,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialPandas, Social Media ,1500000.0,operating,USA,CA,SF Bay Area,San Francisco,1.0,,,,2012-08-15,2012-08-15,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialPicks, Social Media ,500000.0,acquired,USA,NY,New York City,New York,1.0,2006-01-01,2006-01,2006.0,2007-12-01,2007-12-01,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Socialplex Inc., Social Media ,750000.0,operating,USA,CA,SF Bay Area,Berkeley,1.0,2013-06-01,2013-06,2013.0,2011-05-01,2011-05-01,750000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialProof, Business Services ,2800000.0,operating,USA,MI,Detroit,Detroit,2.0,2010-11-01,2010-11,2010.0,2010-11-21,2013-03-04,500000.0,2300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialRadar, Location Based Services ,12750000.0,operating,USA,DC,"Washington, D.C.",Washington,1.0,2013-05-02,2013-05,2013.0,2013-06-19,2013-06-19,0.0,12750000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12750000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialRank, Analytics ,1150000.0,operating,,,,,1.0,2014-01-13,2014-01,2014.0,2014-05-13,2014-05-13,1150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialRep, Software ,100000.0,operating,USA,CA,SF Bay Area,San Francisco,1.0,2006-01-01,2006-01,2006.0,2010-08-04,2010-08-04,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialSafe, Social Media ,1885000.0,operating,GBR,,Frensham,Frensham,2.0,2009-03-01,2009-03,2009.0,2012-12-24,2013-10-01,0.0,1885000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialSamba, Entertainment ,20000.0,operating,USA,CA,SF Bay Area,Santa Clara,2.0,2010-04-01,2010-04,2010.0,2011-08-01,2012-06-07,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialSci, Software ,512000.0,operating,USA,MA,Boston,Cambridge,2.0,2009-05-01,2009-05,2009.0,2010-03-01,2010-07-01,12000.0,0.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Socialscope, Software ,1025000.0,operating,USA,CA,SF Bay Area,San Francisco,1.0,2009-01-01,2009-01,2009.0,2010-04-29,2010-04-29,1025000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialShield, Software ,10000000.0,acquired,USA,CA,SF Bay Area,San Bruno,1.0,2009-09-01,2009-09,2009.0,2010-10-05,2010-10-05,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialSign.in, Hospitality ,0.0,operating,USA,NY,New York City,New York,1.0,,,,2013-03-01,2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialSmack, Mobile ,290000.0,operating,USA,TX,Austin,Austin,1.0,2010-01-01,2010-01,2010.0,2010-10-01,2010-10-01,0.0,0.0,0.0,0.0,0.0,0.0,290000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Socialspiel, Mobile Games ,257320.0,operating,AUT,,Vienna,Vienna,2.0,2010-05-22,2010-05,2010.0,2013-08-20,2014-05-27,257320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialStay, Web Development ,100000.0,operating,USA,CA,Santa Barbara,Santa Barbara,1.0,2010-01-01,2010-01,2010.0,2010-09-30,2010-09-30,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialTagg, Networking ,1305.0,operating,USA,CA,Los Angeles,Los Angeles,1.0,2012-07-27,2012-07,2012.0,2013-02-12,2013-02-12,0.0,1305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Socialtext, Enterprise Software ,46770000.0,acquired,USA,CA,SF Bay Area,Palo Alto,8.0,2002-12-01,2002-12,2002.0,2004-01-01,2012-05-01,0.0,46470000.0,0.0,0.0,0.0,0.0,300000.0,0.0,0.0,0.0,0.0,3100000.0,9500000.0,4500000.0,0.0,0.0,0.0,0.0
Socialthing, Finance ,415000.0,acquired,USA,CO,Denver,Boulder,2.0,2007-05-18,2007-05,2007.0,2007-08-01,2007-10-23,15000.0,0.0,0.0,0.0,0.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialThreader, Internet Marketing ,45000.0,closed,USA,CA,SF Bay Area,Saratoga,2.0,2012-07-02,2012-07,2012.0,2012-10-03,2012-12-31,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SocialToaster, Inc.", Social Media Marketing ,4105000.0,operating,USA,MD,Baltimore,Baltimore,3.0,2010-05-01,2010-05,2010.0,2012-05-25,2013-06-01,530000.0,2275000.0,0.0,0.0,1300000.0,0.0,0.0,0.0,0.0,0.0,2275000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Socialtyze, Advertising ,1500000.0,operating,USA,CA,Los Angeles,Los Angeles,1.0,2007-01-01,2007-01,2007.0,2010-01-01,2010-01-01,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialVest, Nonprofits ,1850000.0,operating,USA,GA,Atlanta,Atlanta,4.0,2009-01-01,2009-01,2009.0,2010-03-24,2013-05-29,700000.0,1150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocialVolt, Software ,1315000.0,operating,USA,KS,Kansas City,Overland Park,2.0,2009-01-01,2009-01,2009.0,2011-01-01,2011-05-01,0.0,1065000.0,0.0,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,1065000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Socialware, Enterprise Software ,15022208.0,operating,USA,TX,Austin,Austin,6.0,2009-01-01,2009-01,2009.0,2008-01-01,2014-05-09,200000.0,14466688.0,0.0,355520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0,0.0,0.0,0.0,0.0,0.0
SocialWire, Advertising ,3500000.0,operating,USA,CA,SF Bay Area,San Francisco,4.0,2011-07-01,2011-07,2011.0,2011-11-01,2013-05-05,3500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sociercise, Software ,0.0,operating,USA,GA,GA - Other,Sautee Nacoochee,1.0,2011-10-24,2011-10,2011.0,2013-10-28,2013-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Society of Cable Telecommunications Engineers (SCTE), Hardware + Software ,2200000.0,operating,USA,PA,Philadelphia,Exton,1.0,1969-06-22,1969-06,1969.0,2013-10-23,2013-10-23,2200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocietyOne, E-Commerce ,8500000.0,operating,AUS,,Sydney,Sydney,1.0,2012-08-01,2012-08,2012.0,2014-03-05,2014-03-05,0.0,8500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Socii, Local ,179000.0,operating,GBR,,Boston Spa,Boston Spa,3.0,2012-01-01,2012-01,2012.0,2012-01-19,2013-09-15,125000.0,54000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sociocast, Health Care ,5875000.0,operating,USA,NY,New York City,New York,4.0,2010-01-01,2010-01,2010.0,2010-01-21,2013-02-19,0.0,5875000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1625000.0,1750000.0,0.0,0.0,0.0,0.0,0.0,0.0
Sociogramics, Enterprise Software ,300000.0,operating,USA,CA,SF Bay Area,Palo Alto,1.0,2011-01-01,2011-01,2011.0,2012-04-20,2012-04-20,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocioSquare, Search Marketing ,325000.0,operating,IND,,Mumbai,Mumbai,1.0,2011-01-01,2011-01,2011.0,2013-08-19,2013-08-19,0.0,0.0,0.0,0.0,0.0,0.0,325000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Socitive, Social Media ,10000.0,operating,TUR,,Izmir,Izmir,1.0,2010-06-15,2010-06,2010.0,2011-07-15,2011-07-15,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Socius, Digital Media ,31600.0,operating,DEU,,Berlin,Berlin,2.0,2013-10-17,2013-10,2013.0,2013-10-01,2014-10-08,31600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sock Monster Media, Games ,0.0,operating,IRL,,Dublin,Dublin,1.0,2013-01-01,2013-01,2013.0,2013-09-01,2013-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Socket Mobile, Mobile ,4454766.0,operating,USA,CA,SF Bay Area,Newark,4.0,1992-01-01,1992-01,1992.0,2009-06-03,2012-08-15,0.0,4054766.0,0.0,0.0,0.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SoCloz, E-Commerce ,0.0,,FRA,,Paris,Paris,1.0,2010-01-01,2010-01,2010.0,2012-04-25,2012-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SocMetrics, Advertising ,300000.0,operating,USA,MA,Boston,Cambridge,2.0,2010-01-01,2010-01,2010.0,2011-10-24,2012-05-02,50000.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sococo, Enterprise Software ,12258618.0,operating,USA,CA,SF Bay Area,San Jose,4.0,2007-01-04,2007-01,2007.0,2011-01-13,2013-03-20,0.0,8723905.0,0.0,0.0,0.0,3534713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Socogame, Video ,7459110.0,operating,CHN,,Shanghai,Shanghai,3.0,2005-01-01,2005-01,2005.0,2009-11-01,2013-01-01,0.0,4530853.0,0.0,0.0,0.0,0.0,2928257.0,0.0,0.0,0.0,0.0,1600853.0,0.0,0.0,0.0,0.0,0.0,0.0
SoCore Energy, Clean Technology ,0.0,operating,USA,IL,Chicago,Chicago,1.0,,,,2012-02-28,2012-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Socowave, Mobile ,3800000.0,operating,IRL,,IRL - Other,Seafield,1.0,,,,2010-09-09,2010-09-09,0.0,3800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
